Case,Activity,Timestamp,Department,Resource,System
3210,Make decision,2017-08-09 14:18:59.015,Department4,Res2_in_Department4,System1
3211,Make decision,2017-08-09 11:32:56.221,Department4,Res1_in_Department4,System1
3211,Make decision,2017-11-21 11:03:21.452,Department4,Res4_in_Department4,System1
3212,Make decision,2017-10-26 18:59:58.661,Department4,Res4_in_Department4,System1
3213,Make decision,2017-10-26 16:31:12.406,Department4,Res3_in_Department4,System1
3214,Make decision,2017-08-09 11:43:01.962,Department4,Res2_in_Department4,System1
3215,Make decision,2017-08-09 12:02:09.962,Department4,Res3_in_Department4,System1
3216,Make decision,2017-08-09 13:31:31.456,Department4,Res4_in_Department4,System1
3217,Make decision,2017-08-09 14:59:03.050,Department4,Res4_in_Department4,System1
3218,Make decision,2017-08-09 14:53:59.975,Department4,Res2_in_Department4,System1
3219,Make decision,2017-08-09 14:50:06.080,Department4,Res3_in_Department4,System1
322,Make decision,2017-03-24 12:30:58.135,Department4,Res4_in_Department4,System1
3220,Make decision,2017-08-09 18:36:45.762,Department4,Res0_in_Department4,System1
3221,Make decision,2017-11-24 16:26:12.026,Department4,Res4_in_Department4,System1
3222,Make decision,2017-10-27 13:52:13.596,Department4,Res2_in_Department4,System1
3223,Make decision,2017-10-27 12:57:43.142,Department4,Res4_in_Department4,System1
3224,Make decision,2017-08-09 16:56:09.653,Department4,Res3_in_Department4,System1
3225,Make decision,2017-08-09 16:04:57.179,Department4,Res2_in_Department4,System1
3226,Make decision,2017-08-09 14:03:06.107,Department4,Res1_in_Department4,System1
3227,Make decision,2017-08-09 17:07:54.828,Department4,Res2_in_Department4,System1
3228,Make decision,2017-08-09 17:32:25.404,Department4,Res0_in_Department4,System1
3228,Make decision,2018-01-08 13:41:10.530,Department4,Res4_in_Department4,System1
3229,Make decision,2017-11-21 11:57:30.960,Department4,Res4_in_Department4,System1
3229,Make decision,2017-08-09 16:05:56.890,Department4,Res2_in_Department4,System1
323,Make decision,2017-03-24 15:17:45.291,Department4,Res2_in_Department4,System1
3230,Make decision,2017-08-09 15:11:38.891,Department4,Res3_in_Department4,System1
3231,Make decision,2017-11-24 12:27:54.307,Department4,Res3_in_Department4,System1
3232,Make decision,2017-08-09 17:40:05.452,Department4,Res1_in_Department4,System1
3233,Make decision,2017-10-27 16:14:25.226,Department4,Res1_in_Department4,System1
3233,Make decision,2018-01-19 17:44:04.755,Department4,Res2_in_Department4,System1
3234,Make decision,2017-10-27 15:26:00.701,Department4,Res1_in_Department4,System1
3235,Make decision,2017-08-09 16:38:53.922,Department4,Res0_in_Department4,System1
3236,Make decision,2017-08-09 17:05:39.210,Department4,Res4_in_Department4,System1
3237,Make decision,2017-08-09 17:04:59.583,Department4,Res1_in_Department4,System1
3238,Make decision,2018-02-16 12:56:14.532,Department4,Res1_in_Department4,System1
3239,Make decision,2017-08-09 17:57:02.999,Department4,Res0_in_Department4,System1
324,Make decision,2017-03-24 13:18:47.818,Department4,Res0_in_Department4,System1
3240,Make decision,2017-10-27 14:57:02.210,Department4,Res0_in_Department4,System1
3241,Make decision,2017-08-09 18:30:30.171,Department4,Res3_in_Department4,System1
3242,Make decision,2018-02-16 14:05:44.176,Department4,Res3_in_Department4,System1
3243,Make decision,2017-08-09 18:12:35.836,Department4,Res2_in_Department4,System1
3244,Make decision,2017-08-10 11:17:17.062,Department4,Res4_in_Department4,System1
3245,Make decision,2017-11-24 13:53:50.797,Department4,Res0_in_Department4,System1
3246,Make decision,2017-08-10 11:10:46.111,Department4,Res2_in_Department4,System1
3247,Make decision,2017-08-10 11:45:20.285,Department4,Res4_in_Department4,System1
3248,Make decision,2017-08-10 12:23:56.632,Department4,Res3_in_Department4,System1
3249,Make decision,2017-08-10 11:31:42.757,Department4,Res3_in_Department4,System1
325,Make decision,2017-03-24 14:18:09.773,Department4,Res2_in_Department4,System1
3250,Make decision,2017-08-10 12:33:57.327,Department4,Res2_in_Department4,System1
3251,Make decision,2017-11-24 11:31:21.120,Department4,Res1_in_Department4,System1
3252,Make decision,2017-08-10 12:53:55.273,Department4,Res1_in_Department4,System1
3253,Make decision,2017-10-27 17:30:29.867,Department4,Res4_in_Department4,System1
3254,Make decision,2017-08-10 11:10:18.129,Department4,Res4_in_Department4,System1
3255,Make decision,2018-04-20 13:52:06.038,Department4,Res4_in_Department4,System1
3255,Make decision,2017-08-10 12:48:28.188,Department4,Res4_in_Department4,System1
3256,Make decision,2017-08-10 13:31:32.866,Department4,Res3_in_Department4,System1
3257,Make decision,2017-10-27 18:03:52.749,Department4,Res2_in_Department4,System1
3258,Make decision,2017-10-27 17:01:29.830,Department4,Res0_in_Department4,System1
3259,Make decision,2017-08-10 11:59:32.823,Department4,Res1_in_Department4,System1
326,Make decision,2017-03-24 15:56:13.391,Department4,Res2_in_Department4,System1
3260,Make decision,2017-08-10 12:06:37.027,Department4,Res4_in_Department4,System1
3261,Make decision,2017-08-10 14:09:57.615,Department4,Res0_in_Department4,System1
3262,Make decision,2018-05-28 15:51:45.932,Department4,Res0_in_Department4,System1
3263,Make decision,2017-08-10 13:30:35.710,Department4,Res1_in_Department4,System1
3264,Make decision,2017-11-24 14:04:27.585,Department4,Res0_in_Department4,System1
3265,Make decision,2018-01-08 13:40:48.605,Department4,Res2_in_Department4,System1
3265,Make decision,2017-08-10 15:03:27.546,Department4,Res2_in_Department4,System1
3266,Make decision,2017-08-10 13:54:36.265,Department4,Res4_in_Department4,System1
3267,Make decision,2017-10-27 18:56:08.064,Department4,Res4_in_Department4,System1
3268,Make decision,2017-10-27 15:01:39.925,Department4,Res4_in_Department4,System1
3269,Make decision,2018-01-22 13:40:00.030,Department4,Res1_in_Department4,System1
3269,Make decision,2017-10-27 17:52:34.346,Department4,Res3_in_Department4,System1
327,Make decision,2017-03-24 13:26:57.979,Department4,Res2_in_Department4,System1
3270,Make decision,2017-10-27 18:07:57.570,Department4,Res3_in_Department4,System1
3271,Make decision,2017-08-10 17:08:32.059,Department4,Res1_in_Department4,System1
3272,Make decision,2017-08-10 12:43:27.611,Department4,Res1_in_Department4,System1
3273,Make decision,2017-08-10 16:02:30.769,Department4,Res4_in_Department4,System1
3274,Make decision,2017-10-27 16:58:45.990,Department4,Res0_in_Department4,System1
3275,Make decision,2017-10-27 16:16:08.795,Department4,Res2_in_Department4,System1
3276,Make decision,2018-02-16 16:00:01.798,Department4,Res3_in_Department4,System1
3277,Make decision,2017-08-10 13:42:13.286,Department4,Res1_in_Department4,System1
3278,Make decision,2017-08-10 14:10:12.066,Department4,Res0_in_Department4,System1
3279,Make decision,2017-08-10 15:55:00.184,Department4,Res2_in_Department4,System1
328,Make decision,2017-04-18 13:59:06.406,Department4,Res0_in_Department4,System1
3280,Make decision,2017-08-10 15:17:20.523,Department4,Res2_in_Department4,System1
3281,Make decision,2017-10-27 15:23:25.334,Department4,Res0_in_Department4,System1
3282,Make decision,2017-08-10 15:35:03.705,Department4,Res1_in_Department4,System1
3282,Make decision,2017-11-21 12:44:38.879,Department4,Res2_in_Department4,System1
3283,Make decision,2017-08-10 16:38:29.368,Department4,Res4_in_Department4,System1
3284,Make decision,2017-08-10 15:53:11.521,Department4,Res3_in_Department4,System1
3285,Make decision,2017-10-30 12:19:21.367,Department4,Res2_in_Department4,System1
3286,Make decision,2017-08-10 18:19:03.374,Department4,Res0_in_Department4,System1
3287,Make decision,2017-08-11 11:06:52.387,Department4,Res0_in_Department4,System1
3288,Make decision,2017-08-10 16:53:27.067,Department4,Res1_in_Department4,System1
3289,Make decision,2017-08-11 11:10:52.844,Department4,Res3_in_Department4,System1
329,Make decision,2017-03-27 11:04:58.272,Department4,Res3_in_Department4,System1
3290,Make decision,2017-11-21 13:50:25.655,Department4,Res0_in_Department4,System1
3290,Make decision,2017-08-10 17:34:18.611,Department4,Res2_in_Department4,System1
3291,Make decision,2017-08-10 16:58:31.691,Department4,Res4_in_Department4,System1
3292,Make decision,2017-10-30 14:15:07.950,Department4,Res2_in_Department4,System1
3293,Make decision,2017-08-10 18:00:50.736,Department4,Res3_in_Department4,System1
3294,Make decision,2017-08-10 18:49:34.578,Department4,Res2_in_Department4,System1
3295,Make decision,2017-08-11 11:23:21.870,Department4,Res3_in_Department4,System1
3296,Make decision,2017-08-10 17:35:12.095,Department4,Res3_in_Department4,System1
3297,Make decision,2017-10-30 15:41:14.978,Department4,Res1_in_Department4,System1
3298,Make decision,2017-08-11 12:20:42.337,Department4,Res0_in_Department4,System1
3299,Make decision,2017-11-27 11:00:27.139,Department4,Res3_in_Department4,System1
33,Make decision,2017-04-03 16:57:48.313,Department4,Res4_in_Department4,System1
330,Make decision,2017-03-27 12:58:35.143,Department4,Res4_in_Department4,System1
330,Make decision,2017-05-08 12:38:08.607,Department4,Res2_in_Department4,System1
3300,Make decision,2017-11-27 10:20:08.695,Department4,Res1_in_Department4,System1
3301,Make decision,2017-08-11 12:15:03.884,Department4,Res0_in_Department4,System1
3302,Make decision,2017-08-10 18:05:37.979,Department4,Res0_in_Department4,System1
3303,Make decision,2017-10-30 15:29:52.562,Department4,Res4_in_Department4,System1
3304,Make decision,2017-08-11 12:34:13.880,Department4,Res1_in_Department4,System1
3305,Make decision,2017-10-30 13:52:10.520,Department4,Res2_in_Department4,System1
3306,Make decision,2017-10-27 18:37:24.715,Department4,Res4_in_Department4,System1
3307,Make decision,2017-10-30 14:46:04.887,Department4,Res4_in_Department4,System1
3308,Make decision,2017-08-11 14:20:40.705,Department4,Res2_in_Department4,System1
3309,Make decision,2017-08-11 16:48:56.661,Department4,Res3_in_Department4,System1
331,Make decision,2017-04-19 12:26:46.465,Department4,Res1_in_Department4,System1
3310,Make decision,2017-08-11 16:46:06.298,Department4,Res3_in_Department4,System1
3311,Make decision,2017-10-30 10:32:32.338,Department4,Res3_in_Department4,System1
3312,Make decision,2017-08-11 16:00:14.348,Department4,Res1_in_Department4,System1
3313,Make decision,2017-08-11 14:30:04.150,Department4,Res4_in_Department4,System1
3314,Make decision,2017-10-30 15:39:25.341,Department4,Res3_in_Department4,System1
3315,Make decision,2017-08-11 17:07:38.506,Department4,Res2_in_Department4,System1
3316,Make decision,2018-05-28 14:08:27.002,Department4,Res0_in_Department4,System1
3317,Make decision,2017-08-11 15:53:35.466,Department4,Res4_in_Department4,System1
3318,Make decision,2017-11-24 16:11:43.030,Department4,Res4_in_Department4,System1
3319,Make decision,2017-08-11 18:03:13.004,Department4,Res3_in_Department4,System1
332,Make decision,2017-04-18 17:36:55.966,Department4,Res2_in_Department4,System1
3320,Make decision,2017-08-11 18:36:03.361,Department4,Res4_in_Department4,System1
3321,Make decision,2017-08-11 17:56:49.163,Department4,Res2_in_Department4,System1
3322,Make decision,2017-08-11 17:24:21.488,Department4,Res0_in_Department4,System1
3323,Make decision,2017-10-30 12:16:09.371,Department4,Res4_in_Department4,System1
3324,Make decision,2017-08-11 18:43:43.224,Department4,Res1_in_Department4,System1
3325,Make decision,2017-10-30 11:45:16.663,Department4,Res2_in_Department4,System1
3326,Make decision,2017-08-11 16:19:03.505,Department4,Res4_in_Department4,System1
3327,Make decision,2017-08-11 15:30:02.624,Department4,Res2_in_Department4,System1
3328,Make decision,2018-01-15 12:57:54.595,Department4,Res4_in_Department4,System1
3328,Make decision,2017-08-11 18:21:11.657,Department4,Res4_in_Department4,System1
3329,Make decision,2017-10-30 12:32:35.485,Department4,Res3_in_Department4,System1
333,Make decision,2017-04-18 16:03:08.572,Department4,Res4_in_Department4,System1
3330,Make decision,2017-08-14 12:01:46.567,Department4,Res1_in_Department4,System1
3331,Make decision,2017-08-14 11:18:11.508,Department4,Res3_in_Department4,System1
3332,Make decision,2017-10-27 18:24:00.591,Department4,Res0_in_Department4,System1
3333,Make decision,2017-08-14 11:50:22.492,Department4,Res0_in_Department4,System1
3334,Make decision,2017-10-27 18:36:39.605,Department4,Res4_in_Department4,System1
3335,Make decision,2017-08-14 12:03:54.349,Department4,Res2_in_Department4,System1
3336,Make decision,2018-01-24 14:15:54.379,Department4,Res4_in_Department4,System1
3336,Make decision,2017-08-14 13:50:45.281,Department4,Res0_in_Department4,System1
3337,Make decision,2017-10-30 13:55:05.578,Department4,Res2_in_Department4,System1
3338,Make decision,2017-08-14 13:33:40.564,Department4,Res1_in_Department4,System1
3339,Make decision,2017-08-14 11:31:31.319,Department4,Res1_in_Department4,System1
334,Make decision,2017-03-24 17:40:36.676,Department4,Res3_in_Department4,System1
3340,Make decision,2017-08-14 13:19:53.470,Department4,Res0_in_Department4,System1
3341,Make decision,2017-08-14 14:11:04.930,Department4,Res2_in_Department4,System1
3342,Make decision,2017-08-14 12:47:17.288,Department4,Res1_in_Department4,System1
3343,Make decision,2017-08-14 15:52:43.391,Department4,Res2_in_Department4,System1
3344,Make decision,2017-08-14 12:43:30.898,Department4,Res0_in_Department4,System1
3345,Make decision,2017-08-14 13:49:56.040,Department4,Res4_in_Department4,System1
3346,Make decision,2017-08-14 16:47:20.437,Department4,Res4_in_Department4,System1
3347,Make decision,2017-08-14 14:13:52.292,Department4,Res3_in_Department4,System1
3348,Make decision,2017-08-14 14:28:23.551,Department4,Res1_in_Department4,System1
3349,Make decision,2017-08-14 17:19:19.713,Department4,Res4_in_Department4,System1
335,Make decision,2017-06-07 18:09:01.098,Department4,Res0_in_Department4,System1
3350,Make decision,2017-10-30 11:18:57.572,Department4,Res0_in_Department4,System1
3351,Make decision,2017-08-14 15:20:28.095,Department4,Res2_in_Department4,System1
3352,Make decision,2017-08-14 15:06:51.923,Department4,Res3_in_Department4,System1
3353,Make decision,2017-08-14 14:37:52.411,Department4,Res3_in_Department4,System1
3354,Make decision,2018-02-19 15:02:53.090,Department4,Res2_in_Department4,System1
3355,Make decision,2017-08-14 16:25:37.413,Department4,Res1_in_Department4,System1
3356,Make decision,2017-08-14 18:09:09.443,Department4,Res1_in_Department4,System1
3357,Make decision,2017-08-14 18:07:27.986,Department4,Res2_in_Department4,System1
3358,Make decision,2017-10-30 10:54:54.140,Department4,Res4_in_Department4,System1
3359,Make decision,2017-08-15 11:54:57.000,Department4,Res2_in_Department4,System1
336,Make decision,2017-05-05 14:17:49.650,Department4,Res4_in_Department4,System1
336,Make decision,2017-03-27 11:29:18.614,Department4,Res3_in_Department4,System1
3360,Make decision,2017-08-14 18:21:49.313,Department4,Res2_in_Department4,System1
3361,Make decision,2017-08-14 18:42:42.374,Department4,Res4_in_Department4,System1
3362,Make decision,2017-08-14 18:19:17.625,Department4,Res3_in_Department4,System1
3363,Make decision,2017-10-30 13:38:22.758,Department4,Res4_in_Department4,System1
3364,Make decision,2017-08-15 12:19:16.598,Department4,Res2_in_Department4,System1
3365,Make decision,2017-10-30 10:41:57.499,Department4,Res0_in_Department4,System1
3366,Make decision,2017-08-14 18:59:24.370,Department4,Res1_in_Department4,System1
3367,Make decision,2017-08-15 13:06:41.597,Department4,Res1_in_Department4,System1
3367,Make decision,2017-11-21 17:11:02.610,Department4,Res0_in_Department4,System1
3368,Make decision,2017-08-15 12:40:10.021,Department4,Res1_in_Department4,System1
3369,Make decision,2018-02-23 17:35:03.448,Department4,Res1_in_Department4,System1
337,Make decision,2017-03-27 12:01:24.990,Department4,Res4_in_Department4,System1
3370,Make decision,2017-10-30 16:28:56.269,Department4,Res0_in_Department4,System1
3371,Make decision,2017-08-15 13:06:15.795,Department4,Res0_in_Department4,System1
3372,Make decision,2017-08-15 14:56:11.501,Department4,Res2_in_Department4,System1
3373,Make decision,2017-08-15 14:53:04.382,Department4,Res1_in_Department4,System1
3374,Make decision,2017-08-15 13:54:43.810,Department4,Res3_in_Department4,System1
3375,Make decision,2017-08-15 16:42:04.200,Department4,Res1_in_Department4,System1
3376,Make decision,2017-08-15 17:58:52.157,Department4,Res1_in_Department4,System1
3377,Make decision,2017-08-15 14:33:32.607,Department4,Res1_in_Department4,System1
3378,Make decision,2017-08-15 17:46:00.619,Department4,Res2_in_Department4,System1
3379,Make decision,2017-10-31 10:13:01.686,Department4,Res3_in_Department4,System1
338,Make decision,2017-03-27 11:10:34.897,Department4,Res1_in_Department4,System1
3380,Make decision,2017-08-15 16:09:48.433,Department4,Res2_in_Department4,System1
3381,Make decision,2017-08-15 16:42:24.526,Department4,Res4_in_Department4,System1
3382,Make decision,2017-08-15 18:57:28.246,Department4,Res4_in_Department4,System1
3383,Make decision,2017-08-15 16:57:31.656,Department4,Res2_in_Department4,System1
3384,Make decision,2017-08-16 11:08:18.920,Department4,Res2_in_Department4,System1
3385,Make decision,2017-08-15 18:38:27.464,Department4,Res0_in_Department4,System1
3386,Make decision,2017-10-30 13:56:40.311,Department4,Res1_in_Department4,System1
3387,Make decision,2017-10-30 17:28:00.526,Department4,Res4_in_Department4,System1
3388,Make decision,2017-08-16 12:24:04.526,Department4,Res4_in_Department4,System1
3388,Make decision,2018-01-25 16:50:31.972,Department4,Res0_in_Department4,System1
3389,Make decision,2017-08-16 12:37:28.962,Department4,Res3_in_Department4,System1
339,Make decision,2017-03-27 16:22:05.368,Department4,Res3_in_Department4,System1
3390,Make decision,2017-11-21 16:51:25.388,Department4,Res0_in_Department4,System1
3390,Make decision,2017-08-16 12:11:02.834,Department4,Res3_in_Department4,System1
3391,Make decision,2018-05-30 12:21:33.286,Department4,Res4_in_Department4,System1
3392,Make decision,2017-08-16 12:29:16.058,Department4,Res3_in_Department4,System1
3393,Make decision,2017-08-16 14:31:11.643,Department4,Res4_in_Department4,System1
3394,Make decision,2017-08-15 18:52:52.034,Department4,Res4_in_Department4,System1
3395,Make decision,2017-08-16 15:34:47.490,Department4,Res4_in_Department4,System1
3396,Make decision,2017-11-22 11:12:40.615,Department4,Res2_in_Department4,System1
3396,Make decision,2017-08-16 12:50:31.786,Department4,Res4_in_Department4,System1
3397,Make decision,2018-02-26 17:17:54.905,Department4,Res0_in_Department4,System1
3398,Make decision,2017-08-16 13:30:23.437,Department4,Res0_in_Department4,System1
3399,Make decision,2017-08-16 11:31:19.423,Department4,Res2_in_Department4,System1
34,Make decision,2017-03-14 11:24:59.214,Department4,Res3_in_Department4,System1
340,Make decision,2017-03-27 11:32:19.865,Department4,Res4_in_Department4,System1
3400,Make decision,2017-08-16 14:44:32.954,Department4,Res3_in_Department4,System1
3401,Make decision,2017-08-16 13:04:02.264,Department4,Res4_in_Department4,System1
3402,Make decision,2017-10-30 17:13:15.641,Department4,Res4_in_Department4,System1
3402,Make decision,2018-01-25 16:49:38.178,Department4,Res1_in_Department4,System1
3403,Make decision,2017-08-16 13:34:17.097,Department4,Res4_in_Department4,System1
3404,Make decision,2017-08-16 15:39:33.188,Department4,Res0_in_Department4,System1
3405,Make decision,2017-08-16 14:23:27.139,Department4,Res1_in_Department4,System1
3406,Make decision,2017-08-16 16:45:13.726,Department4,Res1_in_Department4,System1
3407,Make decision,2017-08-16 14:55:30.597,Department4,Res0_in_Department4,System1
3408,Make decision,2017-08-16 16:04:56.248,Department4,Res1_in_Department4,System1
3409,Make decision,2017-08-16 18:25:28.325,Department4,Res1_in_Department4,System1
341,Make decision,2017-03-27 11:34:55.100,Department4,Res0_in_Department4,System1
3410,Make decision,2017-08-16 16:02:06.176,Department4,Res3_in_Department4,System1
3411,Make decision,2017-08-16 15:34:55.744,Department4,Res3_in_Department4,System1
3412,Make decision,2017-08-16 16:51:03.809,Department4,Res4_in_Department4,System1
3413,Make decision,2017-08-16 16:53:45.586,Department4,Res0_in_Department4,System1
3414,Make decision,2017-10-30 17:20:32.762,Department4,Res0_in_Department4,System1
3415,Make decision,2017-08-16 18:23:23.197,Department4,Res1_in_Department4,System1
3416,Make decision,2017-10-31 12:06:41.178,Department4,Res4_in_Department4,System1
3417,Make decision,2017-08-16 17:43:24.471,Department4,Res4_in_Department4,System1
3418,Make decision,2017-08-17 11:50:17.873,Department4,Res2_in_Department4,System1
3419,Make decision,2017-08-16 17:18:43.766,Department4,Res1_in_Department4,System1
342,Make decision,2017-03-27 11:28:58.859,Department4,Res3_in_Department4,System1
342,Make decision,2017-05-05 13:34:11.021,Department4,Res0_in_Department4,System1
342,Make decision,2017-08-31 14:07:22.056,Department4,Res2_in_Department4,System1
3420,Make decision,2017-08-16 17:18:15.768,Department4,Res3_in_Department4,System1
3420,Make decision,2017-11-22 10:01:12.091,Department4,Res4_in_Department4,System1
3421,Make decision,2017-10-30 16:51:42.779,Department4,Res2_in_Department4,System1
3422,Make decision,2017-10-30 15:24:50.391,Department4,Res2_in_Department4,System1
3423,Make decision,2017-10-30 17:25:41.579,Department4,Res4_in_Department4,System1
3424,Make decision,2017-08-17 11:11:09.468,Department4,Res3_in_Department4,System1
3425,Make decision,2017-08-16 18:34:27.127,Department4,Res1_in_Department4,System1
3426,Make decision,2017-11-27 11:13:21.551,Department4,Res3_in_Department4,System1
3427,Make decision,2017-10-31 11:05:29.314,Department4,Res0_in_Department4,System1
3428,Make decision,2017-08-17 12:19:25.497,Department4,Res1_in_Department4,System1
3429,Make decision,2017-08-16 18:52:34.468,Department4,Res1_in_Department4,System1
343,Make decision,2017-03-27 14:34:35.567,Department4,Res3_in_Department4,System1
3430,Make decision,2017-08-17 13:07:24.153,Department4,Res3_in_Department4,System1
3431,Make decision,2017-08-16 17:47:40.232,Department4,Res1_in_Department4,System1
3432,Make decision,2017-08-17 11:30:32.074,Department4,Res1_in_Department4,System1
3433,Make decision,2017-08-17 11:39:41.222,Department4,Res4_in_Department4,System1
3434,Make decision,2017-08-17 11:59:27.280,Department4,Res3_in_Department4,System1
3434,Make decision,2017-11-22 10:27:44.594,Department4,Res1_in_Department4,System1
3435,Make decision,2017-10-31 12:01:34.117,Department4,Res2_in_Department4,System1
3436,Make decision,2017-08-17 15:30:46.577,Department4,Res0_in_Department4,System1
3437,Make decision,2017-08-17 11:59:15.938,Department4,Res3_in_Department4,System1
3438,Make decision,2018-05-04 15:41:12.442,Department4,Res3_in_Department4,System1
3438,Make decision,2017-10-31 13:48:32.154,Department4,Res1_in_Department4,System1
3439,Make decision,2017-11-27 14:26:43.585,Department4,Res0_in_Department4,System1
344,Make decision,2017-03-27 12:47:59.742,Department4,Res0_in_Department4,System1
3440,Make decision,2017-08-17 15:46:37.151,Department4,Res2_in_Department4,System1
3441,Make decision,2017-10-31 10:06:58.372,Department4,Res0_in_Department4,System1
3442,Make decision,2017-08-17 13:09:24.544,Department4,Res0_in_Department4,System1
3443,Make decision,2018-01-24 14:08:34.047,Department4,Res1_in_Department4,System1
3443,Make decision,2017-08-17 15:33:40.385,Department4,Res0_in_Department4,System1
3444,Make decision,2017-08-17 15:59:36.920,Department4,Res2_in_Department4,System1
3445,Make decision,2018-02-23 13:54:51.293,Department4,Res2_in_Department4,System1
3445,Make decision,2018-07-23 13:59:17.510,Department4,Res2_in_Department4,System1
3446,Make decision,2017-11-27 11:25:37.613,Department4,Res3_in_Department4,System1
3447,Make decision,2017-10-31 11:06:58.166,Department4,Res1_in_Department4,System1
3448,Make decision,2017-10-31 10:04:43.580,Department4,Res0_in_Department4,System1
3449,Make decision,2017-08-17 14:10:43.727,Department4,Res0_in_Department4,System1
345,Make decision,2017-09-19 15:49:35.767,Department4,Res1_in_Department4,System1
3450,Make decision,2017-08-17 16:15:39.716,Department4,Res1_in_Department4,System1
3451,Make decision,2017-08-17 16:21:56.182,Department4,Res1_in_Department4,System1
3452,Make decision,2018-03-12 12:22:20.927,Department4,Res4_in_Department4,System1
3452,Make decision,2017-11-27 14:44:03.714,Department4,Res4_in_Department4,System1
3453,Make decision,2017-11-01 14:26:29.566,Department4,Res1_in_Department4,System1
3454,Make decision,2017-11-02 13:39:36.203,Department4,Res4_in_Department4,System1
3455,Make decision,2017-10-31 12:38:28.340,Department4,Res1_in_Department4,System1
3456,Make decision,2017-08-17 16:50:46.868,Department4,Res1_in_Department4,System1
3457,Make decision,2017-08-17 17:26:41.279,Department4,Res2_in_Department4,System1
3458,Make decision,2017-08-17 17:57:54.491,Department4,Res0_in_Department4,System1
3459,Make decision,2017-08-17 16:32:18.844,Department4,Res1_in_Department4,System1
346,Make decision,2017-04-19 13:08:18.936,Department4,Res4_in_Department4,System1
3460,Make decision,2017-10-31 13:18:53.964,Department4,Res0_in_Department4,System1
3461,Make decision,2017-11-02 10:16:24.151,Department4,Res2_in_Department4,System1
3462,Make decision,2017-08-18 12:17:49.077,Department4,Res0_in_Department4,System1
3463,Make decision,2017-08-17 18:23:33.874,Department4,Res0_in_Department4,System1
3464,Make decision,2017-11-01 12:01:10.913,Department4,Res4_in_Department4,System1
3465,Make decision,2017-08-17 15:58:32.529,Department4,Res2_in_Department4,System1
3466,Make decision,2017-08-17 16:46:13.809,Department4,Res0_in_Department4,System1
3467,Make decision,2017-11-01 10:35:40.609,Department4,Res3_in_Department4,System1
3468,Make decision,2017-10-31 16:37:03.725,Department4,Res3_in_Department4,System1
3469,Make decision,2017-08-18 11:04:10.592,Department4,Res3_in_Department4,System1
347,Make decision,2017-03-27 14:57:17.560,Department4,Res1_in_Department4,System1
3470,Make decision,2017-08-17 18:05:38.041,Department4,Res3_in_Department4,System1
3471,Make decision,2017-11-01 12:21:40.027,Department4,Res1_in_Department4,System1
3472,Make decision,2017-08-17 18:10:29.653,Department4,Res4_in_Department4,System1
3473,Make decision,2017-08-18 11:52:05.021,Department4,Res1_in_Department4,System1
3474,Make decision,2017-08-17 18:41:52.425,Department4,Res4_in_Department4,System1
3475,Make decision,2017-08-18 11:31:20.287,Department4,Res3_in_Department4,System1
3476,Make decision,2017-08-18 11:10:59.745,Department4,Res2_in_Department4,System1
3477,Make decision,2017-08-18 11:06:53.775,Department4,Res1_in_Department4,System1
3478,Make decision,2017-08-18 11:46:38.248,Department4,Res1_in_Department4,System1
3479,Make decision,2017-08-18 12:19:07.565,Department4,Res2_in_Department4,System1
348,Make decision,2017-11-10 10:08:21.935,Department4,Res4_in_Department4,System1
348,Make decision,2018-05-24 16:01:18.349,Department4,Res3_in_Department4,System1
3480,Make decision,2017-08-18 12:52:30.483,Department4,Res1_in_Department4,System1
3481,Make decision,2017-11-27 16:21:27.702,Department4,Res2_in_Department4,System1
3482,Make decision,2017-08-18 15:18:52.644,Department4,Res4_in_Department4,System1
3483,Make decision,2017-08-18 13:40:01.578,Department4,Res3_in_Department4,System1
3483,Make decision,2017-11-22 15:23:09.207,Department4,Res0_in_Department4,System1
3484,Make decision,2017-08-18 12:51:09.100,Department4,Res4_in_Department4,System1
3485,Make decision,2017-10-31 11:36:09.481,Department4,Res4_in_Department4,System1
3486,Make decision,2017-11-02 10:21:21.235,Department4,Res1_in_Department4,System1
3487,Make decision,2017-08-18 14:06:29.570,Department4,Res0_in_Department4,System1
3488,Make decision,2017-10-31 12:38:42.005,Department4,Res2_in_Department4,System1
3489,Make decision,2017-10-31 15:13:43.087,Department4,Res3_in_Department4,System1
349,Make decision,2017-03-27 14:46:15.332,Department4,Res3_in_Department4,System1
3490,Make decision,2017-08-18 13:36:21.635,Department4,Res2_in_Department4,System1
3491,Make decision,2017-08-18 14:56:21.260,Department4,Res4_in_Department4,System1
3492,Make decision,2017-08-18 13:41:55.220,Department4,Res2_in_Department4,System1
3493,Make decision,2017-11-27 13:17:05.989,Department4,Res1_in_Department4,System1
3494,Make decision,2017-11-01 10:29:55.192,Department4,Res4_in_Department4,System1
3495,Make decision,2017-08-18 16:10:00.756,Department4,Res2_in_Department4,System1
3496,Make decision,2017-11-01 13:43:31.824,Department4,Res4_in_Department4,System1
3497,Make decision,2017-11-27 14:09:03.904,Department4,Res4_in_Department4,System1
3498,Make decision,2017-10-31 16:27:50.544,Department4,Res4_in_Department4,System1
3499,Make decision,2017-08-18 15:02:41.036,Department4,Res3_in_Department4,System1
35,Make decision,2017-03-14 13:15:05.486,Department4,Res2_in_Department4,System1
350,Make decision,2017-03-27 13:37:28.020,Department4,Res4_in_Department4,System1
